row_id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
8594,5.5335,21.0,6.1139,1.0886,417.0,2.6392,33.88,-118.37,3.426
8681,3.9167,44.0,5.4436,1.0,373.0,2.8045,33.87,-118.33,2.656
8690,6.4891,35.0,5.4234,0.9343,385.0,2.8102,33.87,-118.33,2.781
8730,3.625,52.0,4.2901,1.0943,1068.0,2.5189,33.84,-118.31,2.707
8748,6.2247,36.0,6.0887,1.0614,901.0,3.0751,33.82,-118.36,3.39
8789,6.9742,38.0,6.4962,1.0178,1042.0,2.6514,33.8,-118.36,5.0
8832,4.0651,33.0,3.7812,1.0285,1347.0,1.6017,34.09,-118.37,5.0
8834,3.1517,22.0,3.6299,1.0709,1766.0,1.5094,34.09,-118.37,3.417
8838,2.8889,30.0,3.6396,1.0555,1910.0,1.5366,34.08,-118.38,3.353
8857,5.7762,45.0,5.5727,0.9805,1153.0,2.0443,34.07,-118.39,5.0
8865,5.3316,37.0,4.5489,1.078,1291.0,1.974,34.06,-118.39,5.0
8868,3.6964,47.0,4.1172,1.0902,1438.0,1.6212,34.06,-118.4,5.0
8919,2.0745,35.0,4.1762,1.0574,2223.0,3.0369,34.02,-118.47,3.325
9112,4.9904,5.0,7.843,1.2247,3123.0,3.3581,34.6,-118.16,1.541
9116,2.0547,13.0,4.8678,1.2104,1949.0,3.6294,34.58,-118.12,1.026
9164,5.2887,25.0,6.3445,1.0315,1763.0,3.4705,34.42,-118.47,1.83
9168,1.9667,2.0,5.716,1.5976,233.0,1.3787,34.42,-118.56,4.5
9175,3.227,18.0,3.8325,1.0168,2305.0,3.861,34.38,-118.53,1.361
9196,2.9449,17.0,5.6248,1.1542,1603.0,2.5485,37.21,-119.45,0.956
9208,2.8167,10.0,6.0801,1.1504,1508.0,2.9453,37.19,-119.68,0.961
9211,2.4054,38.0,6.1007,1.0827,985.0,3.5432,37.11,-120.31,1.125
9219,1.9464,36.0,4.9755,1.0531,639.0,2.6082,37.12,-120.27,0.57
9228,2.6012,21.0,6.0399,1.0978,861.0,3.1196,36.98,-120.21,0.922
9233,3.5258,13.0,6.0997,1.0455,3840.0,3.7173,37.02,-120.06,0.849
9236,2.6087,18.0,5.6067,1.0646,1327.0,3.7275,36.96,-119.95,0.96
9241,4.3625,13.0,6.9707,1.0195,702.0,3.4244,36.93,-119.87,1.118
9244,2.5288,16.0,5.3156,1.0603,2463.0,3.5337,36.98,-120.05,0.618
9246,1.625,38.0,4.6168,1.0898,1220.0,3.6527,36.97,-120.06,0.528
9258,1.6534,44.0,4.4878,1.0279,723.0,2.5192,36.96,-120.06,0.614
9263,1.3594,36.0,5.0263,1.1414,1334.0,4.3882,36.95,-120.04,0.483
9342,6.1724,35.0,7.0064,1.039,3450.0,2.7424,38.01,-122.59,4.143
9348,4.8056,36.0,4.7558,0.9731,1111.0,1.9946,37.98,-122.56,3.457
9355,9.5551,29.0,5.6269,0.8657,151.0,2.2537,37.96,-122.64,5.0
9443,3.8333,24.0,5.7333,1.4,79.0,2.6333,37.67,-119.81,0.938
9470,3.2171,16.0,4.872,1.0217,1177.0,2.843,39.44,-123.79,1.162
9478,2.9183,46.0,5.297,1.097,808.0,2.4485,39.41,-123.36,0.769
9493,3.25,16.0,4.9355,1.0609,830.0,2.9749,39.37,-123.75,1.514
9508,3.3667,45.0,4.9926,0.9815,639.0,2.3667,39.15,-123.22,1.152
9521,1.375,26.0,3.6758,1.0399,1065.0,2.6559,39.13,-123.2,0.844
9538,3.2721,11.0,4.5229,1.0428,1476.0,4.5138,37.39,-120.71,0.738
9602,1.5,39.0,3.2428,1.1374,875.0,2.7955,37.3,-120.48,0.67
9609,1.76,29.0,3.6643,1.0629,1697.0,3.9557,37.3,-120.5,0.632
9628,2.0,17.0,7.2892,1.9157,416.0,5.012,37.31,-120.35,0.875
9659,2.1434,42.0,6.6318,1.3091,1182.0,2.6864,41.78,-121.16,0.44
9683,3.2917,10.0,34.5714,7.0223,483.0,2.1562,37.63,-118.99,2.318
9708,1.9385,28.0,3.6,1.0393,1717.0,3.2093,36.67,-121.65,1.232
9721,5.2729,13.0,6.5591,1.0236,405.0,3.189,36.9,-121.68,3.229
9737,2.3384,27.0,3.2289,1.01,2031.0,4.0783,36.77,-121.76,1.21
9782,2.6801,12.0,4.3785,1.01,1971.0,3.9263,36.24,-121.02,1.0
9888,2.7619,21.0,4.0438,0.9818,524.0,1.9124,38.3,-122.3,1.546
9889,3.3542,52.0,5.7259,1.0508,450.0,2.2843,38.3,-122.3,1.546
9925,6.1953,14.0,6.6844,0.9339,2768.0,2.7298,38.31,-122.33,2.589
9972,1.9441,18.0,4.1571,1.0801,610.0,1.9551,38.51,-122.45,1.844
10032,2.425,52.0,5.5908,1.1379,928.0,2.1333,39.22,-121.07,1.211
10101,5.7796,32.0,6.1072,0.9277,1296.0,3.021,33.92,-117.97,2.413
10133,5.0096,34.0,5.936,1.0202,894.0,3.0101,33.91,-117.91,2.217
10198,5.1237,52.0,5.7828,0.9705,1001.0,2.6836,33.88,-117.93,2.4
10235,3.6375,26.0,4.9338,1.0662,247.0,1.6358,33.86,-117.92,1.339
10252,3.343,22.0,4.2857,1.2161,1382.0,2.5311,33.89,-117.87,1.846
10260,5.9639,22.0,6.3307,1.0315,1486.0,2.3402,33.89,-117.85,2.623
10296,6.3303,14.0,6.0284,0.9985,1905.0,2.8433,33.92,-117.87,3.03
10302,7.0217,25.0,8.0231,0.9794,1278.0,3.2853,33.89,-117.8,3.579
10336,7.1193,2.0,9.0938,1.0938,199.0,3.1094,33.81,-117.76,5.0
10361,8.0082,16.0,7.7905,1.0291,1642.0,2.9909,33.57,-117.66,2.866
10428,6.2871,26.0,7.0092,1.0734,607.0,2.7844,33.45,-117.64,3.255
10432,3.3155,27.0,4.4192,1.2165,2321.0,2.6586,33.43,-117.62,2.31
10450,6.6852,25.0,7.3024,1.2659,903.0,2.2024,33.44,-117.67,5.0
10472,9.8321,17.0,7.7706,1.0394,654.0,2.3441,33.49,-117.73,5.0
10535,5.5677,4.0,5.9219,1.1209,834.0,2.1008,33.5,-117.7,2.454
10543,2.8192,29.0,5.3504,1.0265,3985.0,3.7737,33.68,-117.7,1.625
10574,1.9659,6.0,4.7955,1.1591,125.0,2.8409,33.72,-117.7,5.0
10623,4.5094,12.0,4.4264,1.092,1913.0,1.956,33.67,-117.77,1.602
10627,7.5847,5.0,6.7726,0.9766,1986.0,3.3211,33.71,-117.77,3.757
10684,6.6178,44.0,6.8396,1.2351,515.0,1.9216,33.51,-117.78,5.0
10733,6.6265,30.0,6.0223,1.1592,635.0,2.0223,33.6,-117.86,5.0
10820,3.4417,15.0,3.0873,1.125,1330.0,3.1368,33.65,-117.92,1.825
10857,3.152,21.0,4.4875,1.015,2246.0,5.615,33.71,-117.86,1.528
10865,3.1742,20.0,4.2287,1.2384,1403.0,3.4136,33.71,-117.88,2.45
10878,3.89,36.0,5.8055,1.0699,1593.0,4.8419,33.72,-117.88,1.7
10891,2.3333,31.0,3.902,0.9706,1602.0,5.2353,33.72,-117.86,1.577
10934,2.7535,24.0,3.2184,1.0483,5516.0,6.0549,33.74,-117.9,1.11
10950,3.5972,39.0,2.6699,0.8447,554.0,5.3786,33.75,-117.86,1.58
10963,6.9737,31.0,7.0414,0.9807,1044.0,2.884,33.77,-117.88,2.888
10985,3.0958,25.0,4.3106,1.0777,1559.0,2.4707,33.74,-117.82,1.378
11036,5.4562,28.0,6.5474,0.9737,2048.0,2.9898,33.78,-117.82,2.747
11076,4.0417,32.0,5.3515,0.9758,876.0,2.6545,33.81,-117.85,2.345
11090,5.0605,24.0,5.6607,0.9375,700.0,3.125,33.82,-117.89,2.162
11114,3.9286,25.0,4.7116,0.9233,918.0,2.4286,33.84,-117.88,2.627
11123,3.2344,44.0,5.0451,1.0574,682.0,2.7951,33.85,-117.92,1.701
11126,3.025,22.0,4.0068,0.983,865.0,2.9422,33.85,-117.91,1.8
11138,4.0061,30.0,5.3242,1.0085,1611.0,3.4131,33.85,-117.97,1.829
11156,4.6042,31.0,5.5398,0.9956,714.0,3.1593,33.84,-117.98,2.207
11191,5.0764,24.0,5.4551,1.1002,2600.0,2.9954,33.82,-117.94,2.286
11210,4.5057,10.0,3.6509,1.1934,1535.0,3.6203,33.82,-117.92,1.524
11241,4.4663,34.0,5.7257,1.0501,1021.0,3.0118,33.81,-117.96,1.839
11243,4.3636,33.0,5.5102,1.0148,1869.0,3.4675,33.81,-118.0,2.018
11246,3.1087,24.0,4.735,1.0158,1495.0,2.358,33.82,-118.0,2.028
11251,2.8625,21.0,4.9587,1.2109,1510.0,3.2826,33.82,-117.99,1.896
11330,4.3512,24.0,4.9761,1.0214,3196.0,4.0201,33.76,-117.95,1.914
11360,3.3846,15.0,2.9303,0.877,1394.0,5.7131,33.74,-117.91,1.625
11416,7.8195,16.0,8.6023,1.0587,2142.0,3.594,33.7,-117.98,3.905
11417,5.3428,23.0,6.3737,1.0678,1865.0,2.6912,33.7,-117.96,2.793
11462,4.625,19.0,5.037,1.045,1776.0,2.3492,33.67,-117.99,2.822
11479,5.1384,24.0,6.0482,1.0795,2743.0,2.5951,33.73,-118.02,3.369
11495,7.7854,15.0,7.8547,1.0194,1259.0,3.0484,33.7,-118.03,3.953
11529,1.9074,26.0,4.2642,1.1148,960.0,1.3278,33.77,-118.08,0.685
11539,2.7589,26.0,3.7554,1.0516,1977.0,5.3723,33.75,-118.0,1.375
11545,5.2001,16.0,6.1189,1.0586,1291.0,2.1026,33.75,-118.04,2.356
11562,3.3125,22.0,4.07,1.0148,2357.0,3.1723,33.75,-117.99,1.918
11613,4.8,21.0,4.6038,1.0566,1215.0,2.5472,33.8,-118.06,1.969
11650,5.777,23.0,6.5523,0.9812,1646.0,3.4435,33.85,-118.04,3.159
11672,4.4821,35.0,5.9879,0.9707,2091.0,3.6052,33.84,-118.02,2.141
11678,5.2548,35.0,6.0181,0.9855,949.0,3.4384,33.85,-117.99,1.926
11690,2.95,13.0,4.5152,1.1775,1356.0,2.9351,33.87,-118.0,1.656
11693,2.9,20.0,4.0833,1.0851,1607.0,2.8493,33.86,-117.99,1.761
11750,6.1642,13.0,6.5414,0.9925,1432.0,2.6917,38.78,-121.18,2.778
11775,4.2259,3.0,6.4955,1.1436,8361.0,2.6867,38.77,-121.33,1.693
11807,3.0321,21.0,4.7311,1.014,1847.0,2.1502,38.92,-121.1,1.355
11826,4.8051,21.0,5.8571,1.0534,1874.0,2.7042,39.0,-121.04,1.743
11830,2.8603,17.0,6.4276,1.3746,736.0,2.6007,39.15,-120.87,1.289
11832,3.0,16.0,41.3333,8.4762,44.0,2.0952,39.3,-120.33,1.75
11854,2.2717,18.0,5.5203,1.0908,1567.0,2.5397,39.83,-120.46,0.759
11873,2.4306,36.0,5.1408,1.0915,476.0,3.3521,34.0,-117.37,0.889
11880,3.145,37.0,5.3478,1.0343,948.0,2.1693,33.98,-117.39,1.691
11914,3.7344,31.0,5.677,1.0994,556.0,3.4534,33.95,-117.44,1.153
11944,4.5122,36.0,6.3797,1.0588,1176.0,3.1444,33.93,-117.43,1.133
11948,2.1023,12.0,4.1199,1.0116,1987.0,2.3132,33.94,-117.45,1.037
11951,4.1776,32.0,5.9281,1.0458,903.0,2.951,33.94,-117.44,1.187
11952,4.375,33.0,6.0396,1.0396,715.0,3.1498,33.93,-117.44,1.299
11954,3.0437,33.0,4.706,1.0155,1466.0,2.8356,33.92,-117.44,1.108
11971,2.76,26.0,5.5209,1.0853,1720.0,3.1216,34.01,-117.45,0.952
12032,3.4028,33.0,3.9106,0.8851,724.0,3.0809,33.93,-117.47,1.105
12152,5.3238,8.0,7.8316,1.2115,9360.0,2.7849,33.68,-117.27,2.289
12155,3.125,12.0,5.7864,1.1022,1007.0,3.1176,33.66,-117.22,1.172
12158,3.8036,14.0,5.8513,1.0776,1540.0,3.319,33.83,-117.11,1.396
12177,4.0982,11.0,5.7899,1.0435,1757.0,3.183,33.8,-117.32,1.733
12187,3.1832,9.0,6.2885,1.0833,596.0,3.8205,33.67,-117.31,1.574
12207,4.125,9.0,6.6556,1.1188,1155.0,2.7435,33.52,-116.96,3.921
12223,5.3623,15.0,7.5596,1.1408,937.0,3.3827,33.73,-116.89,2.013
12289,1.9472,40.0,5.0265,1.0993,1391.0,3.0706,33.93,-116.98,0.732
12292,2.1581,33.0,4.2727,0.9432,267.0,3.0341,33.93,-116.98,0.683
12296,1.2188,37.0,4.3713,1.2544,865.0,2.5292,33.93,-116.88,0.55
12331,2.3382,11.0,5.5685,1.2097,644.0,2.5968,33.96,-116.48,0.894
12348,2.6083,36.0,6.6856,1.5114,451.0,1.7083,33.83,-116.56,3.219
12381,3.3162,27.0,5.2382,1.2971,759.0,2.2324,33.78,-116.47,1.136
12385,4.5556,17.0,8.7906,1.7287,2737.0,1.9234,33.71,-116.38,2.581
12388,2.2439,18.0,7.4268,1.6921,955.0,1.4558,33.77,-116.44,0.975
12390,7.9885,5.0,12.6269,3.7164,117.0,1.7463,33.74,-116.44,4.033
12401,4.5938,8.0,6.4958,1.1772,1572.0,3.3165,33.65,-116.31,1.026
12462,4.0972,38.0,5.596,0.9955,888.0,1.9821,38.57,-121.43,1.637
12496,3.2963,52.0,5.224,1.0729,825.0,2.1484,38.57,-121.45,2.361
12523,1.7328,44.0,4.0531,1.1694,1044.0,2.1306,38.56,-121.47,0.881
12591,6.6112,31.0,6.7585,0.9195,542.0,2.2966,38.51,-121.51,2.516
12601,1.9837,37.0,4.7865,1.014,902.0,2.5337,38.53,-121.48,0.623
12603,1.4625,43.0,5.144,1.16,2400.0,3.84,38.53,-121.47,0.544
12622,4.8497,19.0,5.731,0.9415,2519.0,2.9462,38.5,-121.52,1.844
12646,1.5735,18.0,3.5442,1.0117,1576.0,2.6311,38.51,-121.46,1.1
12651,1.6521,36.0,4.0685,1.1216,2460.0,2.9044,38.52,-121.44,0.697
12666,2.9571,28.0,5.2158,0.9568,1638.0,3.0732,38.48,-121.45,1.031
12728,3.875,36.0,5.2041,0.9265,530.0,2.1633,38.6,-121.36,1.336
12745,2.1472,19.0,4.9276,1.1544,2256.0,2.4363,38.64,-121.38,1.434
12760,1.8176,45.0,4.6323,1.0722,1059.0,1.8196,38.62,-121.39,1.609
12782,1.125,18.0,5.4875,1.3812,837.0,2.6156,38.64,-121.44,0.705
12784,3.8295,28.0,5.75,1.1321,559.0,2.6368,38.65,-121.44,1.222
12794,1.6607,20.0,4.625,0.9848,1287.0,3.9238,38.64,-121.46,0.67
12866,4.3118,20.0,5.7648,0.9943,3455.0,2.8112,38.68,-121.35,1.2
12885,2.7011,8.0,4.292,1.0401,1694.0,2.1886,38.66,-121.35,1.307
12889,3.6953,14.0,4.8774,0.9097,424.0,2.7355,38.66,-121.36,1.161
12991,4.2464,16.0,6.0074,0.9816,1794.0,3.3039,38.7,-121.25,1.444
13004,3.8906,15.0,4.8324,0.983,723.0,2.054,38.67,-121.27,1.287
13008,1.8589,20.0,5.225,1.05,921.0,2.5583,38.68,-121.29,1.44
13048,3.1711,35.0,6.1474,1.0448,1454.0,2.7127,38.59,-121.31,1.019
13135,4.35,21.0,5.9369,0.9668,988.0,3.2824,38.47,-121.43,0.962
13154,4.2333,20.0,6.1982,1.0599,731.0,3.3687,36.81,-121.5,3.633
13170,2.3125,7.0,5.3487,1.0691,677.0,2.227,36.85,-121.42,1.708
13201,2.9107,7.0,5.5455,1.0985,431.0,3.2652,34.06,-117.7,0.953
13257,5.3368,28.0,7.2416,0.961,1140.0,2.961,34.11,-117.65,2.335
13301,3.4432,39.0,5.3535,1.0323,1537.0,3.1051,34.07,-117.63,1.067
13337,3.9107,27.0,5.5728,1.0,321.0,3.1165,34.04,-117.68,1.865
13354,3.8125,15.0,5.4604,1.0549,1219.0,3.7165,34.02,-117.61,1.703
13359,5.5425,12.0,7.1816,1.1138,3019.0,3.8606,34.02,-117.66,2.023
13360,2.125,6.0,5.9048,1.119,119.0,2.8333,34.02,-117.64,4.167
13385,4.7193,4.0,5.6645,1.035,3455.0,2.8135,34.12,-117.56,1.787
13454,4.2121,14.0,5.141,0.9229,1443.0,3.8378,34.11,-117.4,1.281
13456,4.9444,16.0,5.534,0.8786,627.0,3.0437,34.11,-117.39,1.327
13527,1.875,30.0,5.6689,1.3082,1172.0,2.6758,34.17,-117.3,0.897
13579,1.2034,52.0,5.5826,1.1862,968.0,2.9069,34.13,-117.3,0.795
13613,3.0,37.0,5.1294,0.9692,1291.0,2.6509,34.13,-117.25,0.834
13615,2.1375,39.0,4.8835,1.0361,2256.0,3.129,34.13,-117.26,0.875
13644,2.0242,36.0,4.9671,1.0329,625.0,4.1118,34.06,-117.33,0.65
13656,1.6675,6.0,5.5115,1.3913,1039.0,2.6573,34.05,-117.3,0.958
13664,5.7393,9.0,5.7923,0.9034,629.0,3.0386,34.03,-117.31,1.516
13667,0.9838,36.0,5.0178,1.1006,737.0,4.3609,34.09,-117.27,0.793
13671,1.7206,21.0,3.4833,1.1,401.0,3.3417,34.07,-117.27,0.821
13678,7.978,5.0,7.9955,1.0541,726.0,3.2703,34.04,-117.24,2.239
13681,4.6445,17.0,6.0456,0.9808,2084.0,2.5018,34.15,-117.23,1.372
13689,3.1513,14.0,5.5261,1.0939,989.0,2.0647,34.14,-117.2,1.6
13697,2.809,34.0,4.8462,0.9842,1538.0,3.0335,34.12,-117.22,0.825
13709,3.4103,26.0,6.2527,1.0819,905.0,3.2206,34.11,-117.21,0.909
13746,5.3526,15.0,6.2148,1.0604,906.0,3.0403,34.07,-117.15,1.298
13804,4.555,39.0,4.9006,0.9845,872.0,2.7081,34.25,-117.55,1.531
13819,3.4183,29.0,7.146,1.473,855.0,2.7143,34.39,-117.13,1.041
13847,3.2941,9.0,6.2132,1.1038,1678.0,3.166,34.49,-117.34,0.983
13877,1.6784,16.0,4.9044,1.1205,3126.0,2.9885,34.43,-117.31,0.719
13888,2.0,15.0,6.4794,1.4671,1281.0,2.6358,34.85,-116.51,0.647
13895,1.69,18.0,4.4235,1.1459,994.0,2.3388,34.14,-116.32,0.542
13903,2.0674,14.0,5.2254,1.2977,2517.0,2.6384,34.2,-116.38,0.65
13974,2.8214,14.0,10.5293,2.258,1064.0,2.8298,34.29,-116.76,1.114
13978,3.9028,52.0,12.9019,2.9321,710.0,2.6792,34.08,-116.88,1.286
14034,3.125,47.0,4.9145,1.0757,689.0,2.2664,32.74,-117.14,1.727
14037,2.4828,25.0,4.0857,1.0985,956.0,2.0471,32.75,-117.14,1.333
14043,2.6777,35.0,4.0366,1.0509,1308.0,2.0795,32.76,-117.14,1.464
14052,2.1273,24.0,4.0355,1.1352,1775.0,2.0332,32.76,-117.14,1.423
14130,1.5208,10.0,3.5266,1.0587,1595.0,2.9266,32.76,-117.09,1.188
14135,3.3026,9.0,5.3705,1.1612,1687.0,2.6155,32.75,-117.07,1.191
14142,1.6318,19.0,4.4035,1.1367,2004.0,3.2219,32.75,-117.09,1.177
14163,1.7951,18.0,3.9053,1.1738,1329.0,2.2874,32.77,-117.06,1.618
14170,3.25,46.0,5.2709,1.0028,795.0,2.2207,32.76,-117.05,1.596
14211,2.85,38.0,5.0893,1.0893,1080.0,3.7113,32.68,-117.06,1.258
14265,1.9425,36.0,4.0028,1.0338,1418.0,3.9944,32.69,-117.11,0.934
14292,2.625,50.0,4.7422,1.0497,728.0,2.2609,32.74,-117.13,2.032
14400,2.2328,34.0,3.227,1.0296,508.0,1.6711,32.75,-117.28,2.667
14422,2.4643,27.0,3.8487,1.0534,776.0,2.3027,32.8,-117.23,2.444
14435,2.9258,26.0,4.302,1.094,1492.0,1.8697,32.8,-117.24,2.348
14452,3.2109,34.0,4.0268,1.0949,870.0,2.1168,32.84,-117.27,3.76
14456,4.1477,38.0,5.5304,1.1215,891.0,2.0818,32.83,-117.31,5.0
14484,8.0639,35.0,8.0226,1.0904,469.0,2.6497,32.83,-117.27,5.0
14485,6.8322,25.0,6.5782,1.0642,823.0,2.2989,32.92,-117.29,5.0
14500,5.0855,15.0,6.039,1.1348,587.0,2.0816,32.86,-117.23,2.098
14524,4.6667,13.0,4.9377,1.0283,854.0,2.4193,32.9,-117.12,1.382
14527,3.2151,7.0,3.3538,1.0718,766.0,1.9641,32.92,-117.14,1.063
14532,4.9375,15.0,5.8882,1.0024,2797.0,3.3985,32.94,-117.13,1.804
14592,3.0375,21.0,4.9723,1.0329,1471.0,2.5494,32.82,-117.17,1.976
14673,2.875,17.0,5.6911,1.051,1341.0,4.2707,32.82,-117.11,1.125
14687,9.2858,6.0,8.0955,1.0248,3146.0,3.9032,32.9,-117.04,4.361
14699,2.9881,28.0,4.3461,1.0,816.0,2.0763,32.78,-117.09,1.653
14709,7.8336,25.0,8.055,1.0162,911.0,2.9482,32.79,-117.07,2.776
14734,3.7292,14.0,5.4239,1.0239,1451.0,2.4803,32.81,-117.02,1.822
14740,4.1518,22.0,5.6631,1.0755,1551.0,4.1806,32.58,-117.05,1.369
14741,3.8529,17.0,4.917,1.0235,2213.0,3.9946,32.58,-117.06,1.477
14745,5.0311,14.0,5.8728,1.0125,1883.0,4.6958,32.58,-117.04,1.521
14770,2.5859,17.0,4.8146,1.0309,1911.0,3.1073,32.57,-117.07,1.314
14779,2.569,9.0,4.3255,1.0385,4451.0,3.057,32.57,-117.08,0.883
14841,3.4609,29.0,4.5079,0.9243,1091.0,3.4416,32.69,-117.07,1.18
14842,3.4875,31.0,5.1992,0.9898,1938.0,3.939,32.69,-117.08,1.17
14846,4.069,28.0,5.2473,0.9717,820.0,2.8975,32.69,-117.07,1.533
14864,2.7218,38.0,3.8091,0.9745,1240.0,2.2545,32.64,-117.09,1.459
14915,3.0495,16.0,5.4139,1.074,3073.0,3.5526,32.59,-117.05,0.983
14922,4.7068,6.0,5.8103,1.0596,4771.0,3.4673,32.62,-116.98,1.843
15001,1.8594,12.0,3.7554,1.0956,2000.0,2.2753,32.74,-117.02,1.192
15012,3.141,43.0,5.0736,1.064,1534.0,2.4544,32.76,-117.04,1.414
15035,3.4773,31.0,4.6119,1.0283,1595.0,2.2592,32.79,-117.0,1.558
15081,2.8175,22.0,4.331,1.0254,2766.0,2.8081,32.81,-116.94,1.352
15099,2.543,15.0,4.8771,1.1155,1513.0,2.8175,32.81,-116.95,1.0
15104,4.0882,12.0,5.3604,1.0706,3321.0,4.9865,32.85,-116.98,1.345
15117,3.3081,14.0,5.3652,1.0742,6389.0,2.7385,32.83,-116.95,1.687
15148,3.6027,17.0,6.1623,1.1093,1561.0,2.5844,32.87,-116.93,2.119
15181,6.4211,17.0,7.0354,1.0,1228.0,3.101,33.03,-117.09,2.207
15268,2.8611,31.0,4.3858,1.2022,603.0,2.2584,33.03,-117.33,3.143
15294,2.478,16.0,3.8388,1.1203,2849.0,2.3801,33.17,-117.35,1.856
15299,3.3536,17.0,4.242,1.0734,2111.0,1.9878,33.15,-117.34,2.833
15334,2.7417,16.0,4.7828,1.0498,316.0,1.4299,33.22,-117.32,0.917
15343,3.8958,4.0,6.6318,1.0361,934.0,3.3718,33.23,-117.35,1.898
15378,4.5,11.0,6.1911,1.0667,1250.0,2.7778,33.36,-117.24,2.226
15381,4.0882,16.0,5.8514,1.0695,1301.0,2.5116,33.41,-117.19,2.961
15396,4.15,14.0,6.5176,1.1152,1385.0,2.7051,33.23,-117.08,2.722
15429,3.0982,18.0,4.77,1.0827,1581.0,4.0853,33.21,-117.24,1.113
15446,2.9191,19.0,4.4574,0.9972,1035.0,2.9403,33.19,-117.24,1.594
15466,3.75,16.0,4.9365,0.9972,1446.0,3.9945,33.17,-117.21,1.638
15489,4.0495,12.0,5.2148,1.0531,1147.0,2.649,33.14,-117.13,1.539
15508,4.2357,11.0,4.8639,0.9932,921.0,3.1327,33.14,-117.08,1.609
15539,2.2875,17.0,4.0819,0.9691,1167.0,1.8037,33.11,-117.11,1.324
15557,2.7216,32.0,5.3666,1.0824,1224.0,2.6551,33.12,-117.07,1.463
15580,4.6518,17.0,5.8116,0.9855,251.0,3.6377,33.02,-116.86,1.702
15585,3.0089,36.0,7.873,1.7778,334.0,2.6508,33.09,-116.58,1.344
15587,3.875,11.0,9.3755,2.0,616.0,2.29,33.04,-116.61,1.981
15624,2.5875,52.0,3.2874,1.0202,629.0,2.5466,37.8,-122.41,5.0
15631,1.9063,52.0,3.2008,1.1111,1432.0,2.7914,37.8,-122.4,3.0
15700,3.975,52.0,3.731,1.0986,800.0,1.6427,37.79,-122.44,5.0
15709,5.0049,25.0,4.3193,1.0396,649.0,1.7124,37.79,-122.43,4.6
15733,2.4196,52.0,3.9366,0.9824,514.0,1.8099,37.78,-122.44,3.462
15749,3.3679,52.0,4.6134,1.0809,1090.0,2.1499,37.77,-122.45,3.5
15812,3.3565,52.0,4.5109,1.0328,1531.0,1.8625,37.76,-122.43,3.864
15814,3.5052,52.0,3.8582,1.0453,2129.0,2.053,37.76,-122.42,3.912
15954,4.3846,46.0,5.1386,1.0161,1562.0,3.1365,37.71,-122.45,2.706
15974,4.2727,47.0,4.6126,0.9881,953.0,3.7668,37.72,-122.4,2.419
15998,6.1592,46.0,6.8894,1.1574,1293.0,2.7511,37.75,-122.47,3.817
16020,10.6605,50.0,7.3795,1.125,641.0,2.8616,37.73,-122.47,5.0
16022,6.8322,52.0,7.3201,1.0549,812.0,2.4756,37.73,-122.46,3.941
16048,3.0703,37.0,5.0496,1.0689,1093.0,3.011,37.72,-122.46,2.118
16061,4.3281,49.0,5.8256,1.0819,729.0,2.5943,37.76,-122.49,3.231
16087,3.1359,38.0,4.1067,1.0643,2410.0,3.0977,37.73,-122.48,3.5
16106,3.96,45.0,4.9441,1.0093,920.0,2.8571,37.76,-122.54,2.722
16108,3.7969,40.0,4.7143,0.9082,1266.0,2.5837,37.74,-122.5,2.978
16124,3.7292,52.0,4.5667,1.0173,1302.0,2.2565,37.78,-122.47,4.167
16134,3.6148,46.0,4.2523,1.0193,1783.0,2.2947,37.78,-122.49,3.522
16135,9.1881,52.0,7.2555,1.0396,546.0,2.4053,37.79,-122.48,5.0
16149,3.8571,52.0,5.0449,1.0193,1350.0,2.1669,37.77,-122.47,3.667
16166,3.7167,46.0,4.6998,1.0782,1418.0,2.5187,37.78,-122.5,3.328
16196,3.3466,52.0,5.7335,0.9436,694.0,2.1755,37.96,-121.31,0.926
16220,3.1406,33.0,5.4486,1.0149,1698.0,2.5306,37.97,-121.35,0.939
16229,3.5703,43.0,4.7219,0.9125,721.0,2.2531,37.97,-121.33,0.874
16237,2.5043,49.0,4.5473,1.0273,1171.0,2.1291,37.98,-121.29,0.767
16245,2.1265,32.0,4.4363,1.1111,2050.0,2.7778,37.98,-121.26,0.557
16248,2.1429,52.0,5.5029,1.076,414.0,2.4211,37.98,-121.28,0.699
16282,2.551,37.0,4.8405,1.1245,1854.0,3.607,37.93,-121.29,0.591
16283,2.7829,24.0,4.2047,1.0263,1294.0,3.7836,37.93,-121.29,0.618
16311,4.0444,32.0,5.9923,1.0618,1642.0,2.5379,38.0,-121.34,1.292
16313,5.9191,36.0,6.8128,1.0197,531.0,2.6158,38.01,-121.33,1.519
16334,5.5427,4.0,6.5703,0.9523,1234.0,3.2732,38.04,-121.36,1.621
16354,3.7413,24.0,5.5556,1.0346,1743.0,3.1749,38.03,-121.31,1.053
16424,2.6842,44.0,5.1696,1.0089,1094.0,4.8839,37.88,-121.38,1.563
16481,3.6398,27.0,5.9527,1.0518,1455.0,3.277,38.21,-121.32,1.467
16505,3.6016,21.0,5.3878,1.0771,1175.0,2.6644,37.74,-121.13,1.346
16536,4.075,7.0,6.3988,1.077,2553.0,3.1714,37.79,-121.24,1.95
16548,3.1964,13.0,4.7513,1.0128,2740.0,2.9242,37.82,-121.22,1.415
