age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39,admin.,married,secondary,no,1595,yes,no,unknown,5,jun,102,2,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
28,admin.,single,unknown,no,731,yes,no,unknown,5,jun,718,13,-1,0,unknown,no
44,management,single,secondary,no,13,no,no,unknown,6,jun,116,11,-1,0,unknown,no
25,management,single,tertiary,no,490,yes,no,unknown,6,jun,246,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,361,1,-1,0,unknown,no
37,blue-collar,married,primary,no,27,no,no,unknown,6,jun,80,1,-1,0,unknown,no
44,self-employed,single,tertiary,no,97,yes,no,unknown,6,jun,153,4,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,33,yes,no,unknown,6,jun,326,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,1,no,no,unknown,6,jun,44,2,-1,0,unknown,no
31,management,single,tertiary,no,2296,yes,no,unknown,6,jun,49,8,-1,0,unknown,no
30,student,single,unknown,no,1232,yes,no,unknown,6,jun,52,4,-1,0,unknown,no
47,unknown,married,unknown,no,0,no,no,unknown,6,jun,466,2,-1,0,unknown,no
36,blue-collar,married,primary,no,0,no,no,unknown,6,jun,149,1,-1,0,unknown,no
39,services,single,secondary,no,158,yes,no,unknown,6,jun,354,2,-1,0,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no
37,services,married,secondary,no,1372,yes,no,unknown,6,jun,129,2,-1,0,unknown,no
58,blue-collar,married,primary,no,9200,no,no,unknown,6,jun,233,2,-1,0,unknown,no
38,technician,single,secondary,no,0,yes,no,unknown,6,jun,64,1,-1,0,unknown,no
58,housemaid,married,primary,no,2348,no,no,unknown,9,jun,226,1,-1,0,unknown,no
35,technician,married,tertiary,no,2518,no,no,unknown,9,jun,400,1,-1,0,unknown,no
36,technician,married,secondary,no,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,5201,no,no,unknown,9,jun,317,1,-1,0,unknown,no
51,technician,married,tertiary,no,1057,no,no,unknown,9,jun,149,2,-1,0,unknown,no
36,management,married,tertiary,no,669,no,no,unknown,9,jun,91,1,-1,0,unknown,no
37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown,no
56,services,married,secondary,no,4309,yes,no,unknown,9,jun,465,6,-1,0,unknown,no
49,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,no
32,student,single,unknown,no,2313,yes,no,unknown,9,jun,99,26,-1,0,unknown,no
35,services,married,secondary,no,0,no,no,unknown,9,jun,115,4,-1,0,unknown,no
28,admin.,single,secondary,no,267,yes,no,unknown,11,jun,198,5,-1,0,unknown,no
42,self-employed,married,tertiary,no,1202,no,no,unknown,11,jun,40,1,-1,0,unknown,no
46,unknown,married,primary,no,285,no,no,unknown,11,jun,215,2,-1,0,unknown,no
38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,133,1,-1,0,unknown,no
45,management,married,primary,no,0,no,yes,unknown,12,jun,54,1,-1,0,unknown,no
45,services,married,primary,no,7811,no,no,unknown,16,jun,143,2,-1,0,unknown,no
52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
36,services,married,secondary,no,981,no,no,unknown,16,jun,1093,1,-1,0,unknown,yes
54,blue-collar,married,primary,no,0,no,no,unknown,16,jun,101,6,-1,0,unknown,no
38,technician,single,tertiary,no,38,no,no,unknown,16,jun,64,1,-1,0,unknown,no
30,technician,single,secondary,no,363,yes,no,unknown,16,jun,136,8,-1,0,unknown,no
48,unknown,married,unknown,no,3940,no,no,unknown,16,jun,298,6,-1,0,unknown,no
52,blue-collar,married,secondary,no,167,no,no,unknown,16,jun,163,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,-100,yes,no,unknown,16,jun,20,21,-1,0,unknown,no
49,blue-collar,single,unknown,no,2222,no,no,unknown,16,jun,114,2,-1,0,unknown,no
42,technician,single,tertiary,no,671,yes,no,unknown,16,jun,14,20,-1,0,unknown,no
31,technician,married,secondary,no,-720,yes,no,unknown,17,jun,638,16,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,unknown,17,jun,222,3,-1,0,unknown,no
37,housemaid,single,primary,no,1088,no,no,unknown,17,jun,131,2,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,unknown,17,jun,192,1,-1,0,unknown,no
43,management,married,tertiary,no,438,no,no,unknown,17,jun,355,2,-1,0,unknown,no
57,retired,married,primary,no,7938,no,no,unknown,17,jun,133,1,-1,0,unknown,no
48,technician,married,secondary,no,335,no,no,unknown,17,jun,214,3,-1,0,unknown,no
55,management,married,primary,no,1446,no,no,unknown,17,jun,135,1,-1,0,unknown,no
41,blue-collar,married,primary,no,402,no,no,unknown,17,jun,114,17,-1,0,unknown,no
55,admin.,divorced,secondary,no,0,no,no,unknown,17,jun,76,2,-1,0,unknown,no
54,retired,married,secondary,no,1614,yes,no,unknown,17,jun,534,4,-1,0,unknown,no
38,services,single,unknown,no,1610,yes,no,unknown,17,jun,76,6,-1,0,unknown,no
36,blue-collar,married,secondary,yes,0,no,yes,unknown,17,jun,138,5,-1,0,unknown,no
51,housemaid,married,primary,no,1093,no,yes,unknown,18,jun,18,1,-1,0,unknown,no
58,unknown,married,unknown,no,219,no,no,unknown,18,jun,55,1,-1,0,unknown,no
43,services,divorced,secondary,no,62,no,no,unknown,18,jun,67,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,1743,no,no,unknown,18,jun,68,1,-1,0,unknown,no
48,management,married,primary,no,5348,no,no,unknown,18,jun,105,1,-1,0,unknown,no
44,management,married,tertiary,no,2283,yes,yes,unknown,18,jun,81,2,-1,0,unknown,no
53,blue-collar,divorced,secondary,no,517,yes,no,unknown,18,jun,188,2,-1,0,unknown,no
55,management,married,secondary,no,0,no,no,unknown,18,jun,324,2,-1,0,unknown,no
37,services,divorced,primary,no,0,yes,no,unknown,18,jun,77,2,-1,0,unknown,no
60,entrepreneur,married,primary,no,0,no,no,unknown,18,jun,201,1,-1,0,unknown,no
54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
47,retired,divorced,secondary,no,0,no,no,unknown,19,jun,141,1,-1,0,unknown,no
45,management,married,tertiary,no,9711,no,no,unknown,19,jun,416,3,-1,0,unknown,no
51,management,married,tertiary,no,3134,no,no,unknown,19,jun,92,3,-1,0,unknown,no
57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,no
34,technician,single,secondary,no,6053,yes,no,unknown,19,jun,26,5,-1,0,unknown,no
60,retired,married,tertiary,no,2868,no,no,unknown,20,jun,42,7,-1,0,unknown,no
57,technician,married,secondary,no,0,no,no,unknown,20,jun,45,4,-1,0,unknown,no
52,management,married,tertiary,no,0,no,no,unknown,20,jun,166,1,-1,0,unknown,no
45,unemployed,divorced,secondary,no,5163,no,no,unknown,20,jun,9,2,-1,0,unknown,no
51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no
45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,-1,0,unknown,yes
39,services,divorced,secondary,no,1062,yes,no,unknown,20,jun,10,4,-1,0,unknown,no
57,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no
56,blue-collar,married,secondary,no,277,no,no,unknown,20,jun,9,13,-1,0,unknown,no
58,management,married,tertiary,no,1697,no,no,unknown,20,jun,55,2,-1,0,unknown,no
59,unknown,married,unknown,no,2443,no,no,unknown,20,jun,8,8,-1,0,unknown,no
54,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,2,-1,0,unknown,no
44,management,married,tertiary,no,786,yes,no,unknown,20,jun,15,7,-1,0,unknown,no
44,admin.,married,secondary,no,961,no,no,unknown,20,jun,314,2,-1,0,unknown,no
45,services,married,secondary,no,4,yes,no,unknown,20,jun,709,9,-1,0,unknown,no
58,blue-collar,married,primary,no,1231,no,no,unknown,20,jun,21,3,-1,0,unknown,no
58,technician,divorced,secondary,no,2270,no,no,unknown,20,jun,24,4,-1,0,unknown,no
44,unknown,single,unknown,no,1239,no,no,unknown,20,jun,39,4,-1,0,unknown,no
47,unemployed,divorced,tertiary,no,780,no,no,unknown,20,jun,447,2,-1,0,unknown,no
43,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,-1,0,unknown,yes
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110,5,-1,0,unknown,no
55,management,married,tertiary,no,5804,no,no,unknown,24,jun,56,3,-1,0,unknown,no
51,services,married,secondary,no,-1136,no,yes,unknown,25,jun,155,1,-1,0,unknown,no
46,technician,married,tertiary,no,157,no,no,unknown,26,jun,150,1,-1,0,unknown,no
58,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
28,services,married,secondary,no,4,yes,no,unknown,27,jun,133,5,-1,0,unknown,no
24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no
27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,5,-1,0,unknown,no
28,self-employed,single,secondary,no,-395,yes,no,unknown,30,jun,141,4,-1,0,unknown,no
37,technician,single,secondary,no,29,no,no,unknown,3,jul,269,2,-1,0,unknown,no
47,blue-collar,married,primary,no,-187,no,no,unknown,3,jul,652,1,-1,0,unknown,no
54,blue-collar,married,primary,no,466,no,no,cellular,4,jul,297,1,-1,0,unknown,no
29,blue-collar,single,primary,no,343,no,no,cellular,4,jul,39,2,-1,0,unknown,no
36,technician,single,secondary,no,-272,no,yes,cellular,4,jul,53,6,-1,0,unknown,no
43,management,divorced,secondary,no,0,no,no,cellular,7,jul,75,3,-1,0,unknown,no
53,management,divorced,tertiary,no,243,yes,no,cellular,7,jul,66,2,-1,0,unknown,no
43,technician,married,secondary,no,-796,no,no,cellular,7,jul,190,4,-1,0,unknown,no
33,services,single,secondary,no,149,no,yes,cellular,7,jul,254,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,13718,no,no,telephone,7,jul,107,6,-1,0,unknown,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,unknown,no
32,blue-collar,single,secondary,no,22,no,no,cellular,7,jul,280,1,-1,0,unknown,no
48,self-employed,married,secondary,no,252,no,no,cellular,7,jul,261,5,-1,0,unknown,no
40,blue-collar,married,primary,yes,-23,no,yes,cellular,7,jul,756,3,-1,0,unknown,no
28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,-1,0,unknown,no
26,admin.,single,secondary,no,-378,no,yes,cellular,8,jul,165,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1177,no,yes,cellular,8,jul,220,2,-1,0,unknown,no
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,-1,0,unknown,yes
26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown,yes
57,blue-collar,married,secondary,no,75,no,no,cellular,8,jul,157,8,-1,0,unknown,no
49,blue-collar,single,primary,no,1040,no,no,cellular,8,jul,474,2,-1,0,unknown,no
32,admin.,married,secondary,no,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,no
29,technician,single,tertiary,no,313,no,yes,cellular,8,jul,227,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,4,yes,yes,cellular,8,jul,173,1,-1,0,unknown,no
50,self-employed,married,secondary,no,38,yes,no,cellular,9,jul,42,1,-1,0,unknown,no
38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
40,services,married,secondary,no,105,yes,no,cellular,9,jul,161,1,-1,0,unknown,no
43,management,single,tertiary,no,3872,yes,no,cellular,9,jul,225,2,-1,0,unknown,no
51,services,married,secondary,no,260,no,no,telephone,9,jul,183,2,-1,0,unknown,no
39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,74,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,411,1,-1,0,unknown,no
39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown,no
35,housemaid,married,primary,no,0,no,yes,telephone,9,jul,17,1,-1,0,unknown,no
51,services,divorced,secondary,no,234,no,no,cellular,9,jul,281,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,-194,no,yes,cellular,10,jul,307,1,-1,0,unknown,no
32,admin.,married,tertiary,no,1,yes,yes,cellular,10,jul,143,1,-1,0,unknown,no
37,entrepreneur,married,secondary,no,2055,yes,yes,cellular,10,jul,241,4,-1,0,unknown,no
29,management,married,tertiary,no,55,yes,no,cellular,10,jul,235,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-237,yes,no,telephone,10,jul,73,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,137,no,no,cellular,10,jul,624,1,-1,0,unknown,no
34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,1,-1,0,unknown,yes
55,admin.,single,secondary,no,645,no,no,telephone,10,jul,123,1,-1,0,unknown,no
29,self-employed,single,secondary,no,1186,no,no,cellular,10,jul,313,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,7,-1,0,unknown,yes
37,admin.,divorced,secondary,no,859,yes,yes,cellular,10,jul,154,4,-1,0,unknown,no
26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,-1,0,unknown,yes
27,admin.,married,secondary,no,941,yes,no,cellular,11,jul,124,1,-1,0,unknown,no
57,admin.,married,secondary,no,2518,yes,no,cellular,11,jul,82,2,-1,0,unknown,no
58,housemaid,divorced,primary,no,0,no,no,cellular,11,jul,965,2,-1,0,unknown,no
37,management,married,tertiary,no,466,yes,no,cellular,11,jul,92,2,-1,0,unknown,no
45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,329,2,-1,0,unknown,no
28,technician,single,secondary,no,36,no,no,cellular,14,jul,158,3,-1,0,unknown,no
58,blue-collar,married,primary,no,226,yes,no,cellular,14,jul,306,2,-1,0,unknown,no
48,management,married,tertiary,no,308,yes,no,cellular,14,jul,125,5,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,41,no,no,cellular,14,jul,388,3,-1,0,unknown,no
47,management,divorced,tertiary,no,0,no,no,cellular,14,jul,122,2,-1,0,unknown,no
50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown,yes
52,technician,married,secondary,no,279,no,yes,cellular,14,jul,197,3,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,telephone,14,jul,81,2,-1,0,unknown,no
53,management,divorced,tertiary,no,0,yes,no,cellular,14,jul,119,3,-1,0,unknown,no
51,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,jul,301,6,-1,0,unknown,no
36,blue-collar,married,primary,no,223,yes,no,unknown,14,jul,12,3,-1,0,unknown,no
38,blue-collar,single,tertiary,no,263,yes,no,cellular,14,jul,84,6,-1,0,unknown,no
34,services,married,secondary,no,-353,yes,no,cellular,15,jul,122,4,-1,0,unknown,no
41,technician,married,secondary,no,1321,yes,no,cellular,15,jul,315,2,-1,0,unknown,no
47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no
37,admin.,married,secondary,no,0,yes,no,telephone,15,jul,280,6,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,15,jul,103,4,-1,0,unknown,no
32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,yes
27,admin.,single,secondary,no,454,no,yes,cellular,15,jul,331,2,-1,0,unknown,no
29,management,married,tertiary,no,0,yes,no,telephone,15,jul,91,2,-1,0,unknown,no
50,admin.,married,secondary,no,219,yes,no,cellular,15,jul,419,7,-1,0,unknown,no
35,admin.,married,secondary,no,348,yes,yes,cellular,15,jul,323,3,-1,0,unknown,no
36,services,married,secondary,no,321,yes,no,cellular,15,jul,160,2,-1,0,unknown,no
30,technician,married,unknown,no,0,yes,no,cellular,16,jul,510,3,-1,0,unknown,no
57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,1,-1,0,unknown,no
58,blue-collar,married,unknown,no,2516,yes,no,cellular,16,jul,303,1,-1,0,unknown,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,6,-1,0,unknown,yes
43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown,yes
59,blue-collar,divorced,primary,no,1228,no,yes,cellular,16,jul,57,3,-1,0,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,unknown,no
34,blue-collar,married,primary,no,425,yes,no,cellular,16,jul,1389,7,-1,0,unknown,no
40,services,married,secondary,no,518,no,no,telephone,17,jul,84,1,-1,0,unknown,no
34,admin.,married,secondary,no,-191,yes,no,cellular,17,jul,156,6,-1,0,unknown,no
31,technician,married,tertiary,no,2951,yes,no,cellular,17,jul,115,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,600,no,no,cellular,17,jul,277,3,-1,0,unknown,no
40,technician,married,tertiary,no,0,yes,no,cellular,17,jul,383,3,-1,0,unknown,no
50,housemaid,married,tertiary,no,1005,no,no,cellular,17,jul,188,3,-1,0,unknown,no
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,yes
40,management,married,secondary,no,0,yes,no,cellular,17,jul,728,3,-1,0,unknown,no
40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
29,services,married,secondary,no,3220,no,no,cellular,17,jul,172,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,64,yes,no,cellular,18,jul,302,3,-1,0,unknown,no
51,technician,married,secondary,no,428,no,yes,cellular,18,jul,145,2,-1,0,unknown,no
59,blue-collar,married,secondary,no,-139,no,no,cellular,18,jul,33,1,-1,0,unknown,no
30,services,single,secondary,no,114,no,yes,cellular,18,jul,110,10,-1,0,unknown,no
34,admin.,single,secondary,no,934,no,no,cellular,18,jul,909,3,-1,0,unknown,no
38,management,single,tertiary,no,21963,no,no,telephone,18,jul,70,2,-1,0,unknown,no
32,technician,single,secondary,no,648,no,yes,cellular,21,jul,166,1,-1,0,unknown,no
25,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,2,-1,0,unknown,yes
35,technician,divorced,unknown,no,244,no,no,cellular,21,jul,54,10,-1,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,-1,0,unknown,no
40,management,married,tertiary,no,-65,no,yes,cellular,21,jul,65,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,865,yes,no,cellular,21,jul,51,7,-1,0,unknown,no
44,technician,divorced,secondary,no,316,yes,no,cellular,21,jul,163,3,-1,0,unknown,no
33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,0,unknown,no
43,admin.,married,secondary,no,1625,yes,yes,cellular,21,jul,56,1,-1,0,unknown,no
30,management,married,tertiary,no,74,yes,no,cellular,21,jul,106,3,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,21,jul,199,3,-1,0,unknown,no
29,management,single,tertiary,no,872,yes,no,cellular,21,jul,173,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,unknown,no
33,management,married,tertiary,no,1,yes,yes,cellular,21,jul,551,8,-1,0,unknown,no
38,technician,single,tertiary,no,378,yes,no,telephone,21,jul,184,21,-1,0,unknown,no
36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown,yes
37,services,married,secondary,no,145,yes,no,telephone,22,jul,74,13,-1,0,unknown,no
29,admin.,single,tertiary,no,89,yes,no,cellular,22,jul,120,1,-1,0,unknown,no
26,technician,single,secondary,no,1842,yes,yes,cellular,22,jul,611,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,5275,no,yes,cellular,22,jul,1029,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,162,no,yes,cellular,22,jul,675,2,-1,0,unknown,no
26,student,single,secondary,no,141,no,no,cellular,22,jul,128,1,-1,0,unknown,no
61,technician,married,secondary,no,50,yes,no,cellular,22,jul,213,5,-1,0,unknown,no
30,admin.,single,secondary,no,1700,yes,no,cellular,22,jul,279,3,-1,0,unknown,no
46,services,married,secondary,no,-119,yes,no,cellular,22,jul,151,3,-1,0,unknown,no
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
30,management,married,tertiary,no,126,yes,yes,cellular,23,jul,75,10,-1,0,unknown,no
38,technician,married,primary,no,-1038,no,yes,cellular,23,jul,222,1,-1,0,unknown,no
49,admin.,divorced,secondary,yes,2405,yes,no,cellular,23,jul,216,8,-1,0,unknown,no
33,self-employed,single,primary,no,4443,no,no,telephone,23,jul,25,6,-1,0,unknown,no
31,admin.,single,secondary,no,378,no,no,cellular,23,jul,421,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,1110,yes,no,telephone,23,jul,329,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,5829,no,no,cellular,23,jul,41,2,-1,0,unknown,no
25,management,single,tertiary,no,137,yes,no,cellular,24,jul,281,3,-1,0,unknown,no
28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,310,yes,no,cellular,24,jul,58,2,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,telephone,24,jul,60,1,-1,0,unknown,no
30,services,married,secondary,no,-68,yes,yes,cellular,24,jul,78,1,-1,0,unknown,no
28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
43,management,married,secondary,no,5,yes,no,cellular,24,jul,953,1,-1,0,unknown,no
48,blue-collar,married,primary,no,595,no,no,cellular,24,jul,464,1,-1,0,unknown,no
25,housemaid,married,primary,no,669,yes,no,cellular,24,jul,367,2,-1,0,unknown,no
32,services,divorced,secondary,no,4612,yes,no,cellular,24,jul,937,4,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,0,yes,no,telephone,24,jul,552,16,-1,0,unknown,no
25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,yes
37,technician,single,tertiary,no,2642,yes,no,cellular,25,jul,591,3,-1,0,unknown,no
25,services,married,secondary,no,-282,yes,yes,cellular,25,jul,198,1,-1,0,unknown,no
35,services,single,secondary,no,11,yes,no,cellular,25,jul,294,1,-1,0,unknown,no
27,services,single,primary,no,140,yes,yes,cellular,25,jul,361,1,-1,0,unknown,no
30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,57,yes,no,cellular,25,jul,188,5,-1,0,unknown,no
45,management,married,tertiary,no,766,yes,no,telephone,25,jul,59,15,-1,0,unknown,no
41,admin.,single,secondary,no,0,no,no,telephone,25,jul,286,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,5505,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no
30,admin.,single,tertiary,no,33,yes,no,cellular,25,jul,396,1,-1,0,unknown,no
46,blue-collar,married,primary,no,-160,no,yes,telephone,25,jul,93,11,-1,0,unknown,no
34,blue-collar,single,secondary,no,-603,no,no,cellular,25,jul,164,4,-1,0,unknown,no
32,services,married,secondary,no,252,yes,yes,cellular,25,jul,148,4,-1,0,unknown,no
58,retired,single,primary,no,999,no,no,cellular,25,jul,188,6,-1,0,unknown,no
34,entrepreneur,single,secondary,yes,-200,no,yes,cellular,25,jul,248,5,-1,0,unknown,no
39,management,single,tertiary,no,26,yes,no,cellular,28,jul,110,18,-1,0,unknown,no
52,blue-collar,married,primary,no,4711,yes,no,cellular,28,jul,228,2,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,1346,no,yes,cellular,28,jul,240,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,37,no,yes,cellular,28,jul,301,2,-1,0,unknown,no
26,services,single,secondary,no,81,yes,no,cellular,28,jul,63,2,-1,0,unknown,no
54,blue-collar,married,primary,no,551,yes,no,cellular,28,jul,431,2,-1,0,unknown,no
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown,no
44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,264,5,-1,0,unknown,no
30,management,single,tertiary,no,199,no,yes,cellular,28,jul,131,7,-1,0,unknown,no
44,admin.,married,secondary,no,251,no,yes,telephone,28,jul,122,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,337,yes,no,telephone,28,jul,257,3,-1,0,unknown,no
35,management,divorced,tertiary,no,366,yes,no,telephone,29,jul,480,9,-1,0,unknown,no
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no
45,blue-collar,married,primary,no,193,yes,yes,cellular,29,jul,116,2,-1,0,unknown,no
26,technician,single,secondary,no,84,yes,no,cellular,29,jul,70,3,-1,0,unknown,no
59,retired,married,primary,no,0,yes,no,cellular,29,jul,45,7,-1,0,unknown,no
39,admin.,married,secondary,no,394,no,no,cellular,29,jul,551,2,-1,0,unknown,no
34,admin.,married,secondary,no,147,yes,yes,cellular,29,jul,57,7,-1,0,unknown,no
36,technician,married,tertiary,no,82,yes,no,cellular,29,jul,45,4,-1,0,unknown,no
49,admin.,divorced,secondary,no,124,yes,yes,cellular,29,jul,125,19,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,345,yes,yes,cellular,29,jul,110,3,-1,0,unknown,no
39,admin.,married,tertiary,no,9143,no,no,cellular,29,jul,851,2,-1,0,unknown,no
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
51,services,divorced,secondary,no,0,no,no,telephone,30,jul,273,4,-1,0,unknown,no
43,technician,single,secondary,no,54,yes,no,cellular,30,jul,62,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,241,yes,no,telephone,30,jul,42,3,-1,0,unknown,no
31,management,married,tertiary,no,18,yes,no,cellular,30,jul,72,19,-1,0,unknown,no
58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,5,-1,0,unknown,no
53,services,married,secondary,no,1194,no,no,telephone,30,jul,166,4,-1,0,unknown,no
31,entrepreneur,married,secondary,no,1302,yes,no,cellular,30,jul,89,3,-1,0,unknown,no
55,management,married,tertiary,no,33,yes,no,cellular,30,jul,246,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,3188,yes,no,cellular,30,jul,288,3,-1,0,unknown,no
56,management,divorced,tertiary,no,66,no,yes,cellular,30,jul,72,4,-1,0,unknown,no
40,services,married,secondary,no,251,yes,no,cellular,30,jul,153,6,-1,0,unknown,no
40,self-employed,single,tertiary,no,819,no,no,cellular,30,jul,100,3,-1,0,unknown,no
34,technician,single,tertiary,no,184,yes,no,cellular,30,jul,87,3,-1,0,unknown,no
59,blue-collar,married,primary,no,-209,no,no,telephone,30,jul,215,3,-1,0,unknown,no
37,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,8,-1,0,unknown,no
45,blue-collar,married,secondary,no,726,yes,no,cellular,31,jul,175,6,-1,0,unknown,no
34,management,married,tertiary,no,82,no,no,cellular,31,jul,134,5,-1,0,unknown,no
